userId,id,previous_test_scores,learning_style,learning_goals,module_objectives,assessment_scores,feedback_comments,feedback_ratings,level_of_difficulty,title,is_paid,num_subscribers,avg_rating,avg_rating_recent,rating,num_reviews,is_wishlisted,tags,completion_percentage
5,1953246,50,kinesthetic,Career advancement,Understand basic concepts,61,Too fast-paced,3,Advanced,Amazon FBA Mastery 2020 | FREE Top 50 Hottest Product List!,True,10921,4.58025,4.55643,4.55643,368,False,"amazon, fba, mastery, 2020, free, 50, hottest, product, list",7.45
6,772694,60,kinesthetic,Learn new concepts,Understand basic concepts,66,Could use more examples,1,Intermediate,Certified Business Process Mapping Associate,True,796,4.07692,3.95508,3.95508,185,False,"certified, business, process, mapping, associate",163.79
7,871638,77,kinesthetic,Improve skills,Understand basic concepts,88,Could use more examples,1,Intermediate,7 Lessons on Writing for Becoming a Standout Writer,True,3935,4.54615,4.60067,4.60067,434,False,"7, lessons, writing, standout, writer",92.5
8,185732,74,visual,Learn new concepts,Understand basic concepts,58,Loved the interactive parts,5,Advanced,Business English,True,489,4.16667,4.10347,4.10347,72,False,"business, english",43.33
9,1547026,99,kinesthetic,Learn new concepts,Understand basic concepts,84,Could use more examples,2,Intermediate,The Easy Way To Build An Affiliate Website Using Wordpress,True,3272,4.05,4.09226,4.09226,38,False,"easy, way, build, affiliate, website, wordpress",13.98
0,42645,72,visual,Learn new concepts,Understand basic concepts,62,Great course,1,Beginner,"Backspreads, Diagonals and Butterflies - Advanced Strategies",True,1225,3.7,3.87509,3.87509,90,False,"backspreads, diagonals, butterflies, advanced, strategies",53.45
1,2128424,80,kinesthetic,Career advancement,Understand basic concepts,64,Loved the interactive parts,1,Intermediate,Better Virtual Meetings: How to Lead Effective Meetings,True,11477,4.41181,4.42593,4.42593,2028,False,"better, virtual, meetings, lead, effective, meetings",244.83
2,105136,79,kinesthetic,Complete certification,Understand basic concepts,67,Could use more examples,2,Beginner,Capturing Passion: Interviewing to Engage Any Audience,True,2832,4.25,4.32885,4.32885,76,False,"capturing, passion, interviewing, engage, audience",66.32
3,661106,91,auditory,Improve skills,Understand basic concepts,82,Great course,5,Advanced,Be A Better Manager 1 - Influential Management Training,True,1974,4.31333,4.3205,4.3205,420,False,"better, manager, 1, influential, management, training",77.78
4,1429502,84,kinesthetic,Improve skills,Understand basic concepts,55,Too fast-paced,1,Beginner,The Complete Online Teaching Masterclass: 5 Courses in 1,True,4034,4.0,4.09139,4.09139,87,False,"complete, online, teaching, masterclass, 5, courses, 1",60.0
5,1176232,56,visual,Complete certification,Understand basic concepts,76,Helpful but needs improvement,5,Beginner,Product Management Fundamentals,True,4075,4.25397,4.32229,4.32229,410,False,"product, management, fundamentals",105.17
6,2246852,65,visual,Complete certification,Understand basic concepts,72,Great course,4,Beginner,Emotional Intelligence at Work: Learn from Your Emotions,True,20978,4.45476,4.45477,4.45477,9594,False,"emotional, intelligence, work, learn, emotions",52.5
7,3439586,75,auditory,Learn new concepts,Understand basic concepts,76,Loved the interactive parts,5,Advanced,Data Analysis for Business and Finance,True,21595,4.04861,4.05731,4.05731,74,False,"data, analysis, business, finance",560.0
8,1282672,97,kinesthetic,Complete certification,Understand basic concepts,83,Too fast-paced,3,Beginner,Shopify Dropship Mastery [Build Your Own Dropshipping Store],True,34276,4.16667,3.73616,3.73616,970,False,"shopify, dropship, mastery, build, dropshipping, store",163.64
9,2335568,98,auditory,Learn new concepts,Understand basic concepts,95,Loved the interactive parts,3,Intermediate,Storytelling for Persuasion and Transformation,True,2879,4.41228,4.43649,4.43649,658,False,"storytelling, persuasion, transformation",87.5
0,950478,51,kinesthetic,Complete certification,Understand basic concepts,87,Excellent content,5,Beginner,A Complete Guide to Find Freelance Work with ZERO Experience,True,5926,4.15,4.20175,4.20175,63,False,"complete, guide, find, freelance, work, zero, experience",113.33
1,1079040,50,visual,Learn new concepts,Understand basic concepts,63,Could use more examples,3,Intermediate,Leaps Options Trading System - Diagonal Leaps Options Spread,True,1269,4.35,4.3218,4.3218,50,False,"leaps, options, trading, system, diagonal, leaps, options, spread",10.77
2,38545,97,visual,Complete certification,Understand basic concepts,85,Could use more examples,4,Intermediate,Minute Taking at Meetings,True,3747,4.21898,4.21356,4.21356,1059,False,"minute, taking, meetings",58.7
3,1623098,61,kinesthetic,Complete certification,Understand basic concepts,57,Helpful but needs improvement,2,Intermediate,The Complete Cryptocurrency Course: More than 5 Courses in 1,True,61795,4.61796,4.62425,4.62425,2547,False,"complete, cryptocurrency, course, 5, courses, 1",1.41
4,1687236,54,auditory,Improve skills,Understand basic concepts,84,Great course,3,Intermediate,How To Make Money Online In 2020 Without Investment,True,281,3.6,3.4488,3.4488,93,False,"money, online, 2020, investment",107.32
5,1286464,86,kinesthetic,Improve skills,Understand basic concepts,68,Great course,3,Beginner,How to Succeed In Your First Management Job,True,1387,4.38158,4.43038,4.43038,288,False,"succeed, management, job",115.38
6,274550,81,kinesthetic,Career advancement,Understand basic concepts,79,Helpful but needs improvement,5,Intermediate,Supercharged Prospecting,True,1262,4.53846,4.55348,4.55348,281,False,"supercharged, prospecting",123.68
7,47712,58,auditory,Complete certification,Understand basic concepts,63,Excellent content,4,Intermediate,Grant Writing: Keys to a Successful Proposal,True,7394,4.26786,4.27794,4.27794,610,False,"grant, writing, keys, successful, proposal",22.41
8,118424,90,auditory,Learn new concepts,Understand basic concepts,69,Excellent content,2,Beginner,Crystal Reports for SAP Business One Mastery Training Course,True,2742,4.33537,4.37636,4.37636,575,False,"crystal, reports, sap, business, mastery, training, course",40.74
9,747470,84,visual,Learn new concepts,Understand basic concepts,98,Loved the interactive parts,5,Beginner,Tableau Data Analytics - Must See Introduction to Analytics,True,5234,3.9,3.91251,3.91251,605,False,"tableau, data, analytics, introduction, analytics",53.85
0,2141442,68,visual,Learn new concepts,Understand basic concepts,74,Great course,5,Advanced,"Credit Policy, Products, Delivery, Appraisal, Risk & Rating",True,1258,4.13333,4.17812,4.17812,39,False,"credit, policy, products, delivery, appraisal, risk, rating",344.0
1,2375816,97,kinesthetic,Career advancement,Understand basic concepts,89,Too fast-paced,4,Intermediate,Elliott Wave Theory: Trade the Elliott Wave Theory from A-Z,True,335,4.4,4.22005,4.22005,62,False,"elliott, wave, theory, trade, elliott, wave, theory, z",187.76
2,1978354,65,kinesthetic,Complete certification,Understand basic concepts,73,Loved the interactive parts,2,Beginner,Hands-on HADOOP Masterclass - Tame the Big Data!,True,20836,3.35,3.15472,3.15472,401,False,"hands, hadoop, masterclass, tame, big, data",32.14
3,1049496,52,auditory,Complete certification,Understand basic concepts,63,Great course,4,Intermediate,Management Coaching : Become an Effective Coaching Manager,True,1171,4.25,4.32006,4.32006,215,False,"management, coaching, effective, coaching, manager",96.3
4,388038,69,visual,Learn new concepts,Understand basic concepts,75,Could use more examples,2,Beginner,INTENTION – Sales Skills,True,15191,3.65,4.10852,4.10852,49,False,"intention, sales, skills",90.0
5,437658,73,kinesthetic,Career advancement,Understand basic concepts,87,Excellent content,4,Advanced,Start & Run a Local Viral Email Marketing Home Business,True,9979,4.67647,4.65647,4.65647,1204,False,"start, run, local, viral, email, marketing, home, business",17.24
6,1053272,82,visual,Improve skills,Understand basic concepts,72,Helpful but needs improvement,5,Intermediate,Finance Training for Financial Analysts,True,4605,4.43925,4.42382,4.42382,748,False,"finance, training, financial, analysts",17.86
7,2108234,73,visual,Career advancement,Understand basic concepts,71,Great course,5,Advanced,Statistical Process Control (SPC) Using Microsoft Excel,True,1732,4.59146,4.58878,4.58878,388,False,"statistical, process, control, spc, microsoft, excel",117.33
8,1049210,60,visual,Career advancement,Understand basic concepts,97,Too fast-paced,1,Intermediate,ISO 9001:2015 Quality Management System Auditor Course,True,8502,4.25524,4.247,4.247,2909,False,"iso, quality, management, system, auditor, course",89.36
9,765722,98,kinesthetic,Learn new concepts,Understand basic concepts,68,Helpful but needs improvement,3,Intermediate,Time Management Life Coach Certification7 Life Coaching,True,1737,4.1,4.36671,4.36671,70,False,"time, management, life, coach, certification7, life, coaching",120.0
0,3439586,57,auditory,Career advancement,Understand basic concepts,95,Loved the interactive parts,4,Advanced,Data Analysis for Business and Finance,True,21595,4.04861,4.05731,4.05731,74,False,"data, analysis, business, finance",33.33
1,648626,85,kinesthetic,Improve skills,Understand basic concepts,52,Great course,1,Intermediate,Continuous Improvement Tools,True,3375,4.67333,4.27674,4.27674,495,False,"continuous, improvement, tools",615.38
2,1240326,87,auditory,Learn new concepts,Understand basic concepts,91,Helpful but needs improvement,3,Beginner,The Complete Soft Skills Course for Techies and Coders,True,1378,4.1,4.02889,4.02889,173,False,"complete, soft, skills, course, techies, coders",490.0
3,1318382,89,auditory,Complete certification,Understand basic concepts,68,Helpful but needs improvement,4,Intermediate,Sarbanes-Oxley (SOX) General and Applications Controls,True,286,4.18421,4.19382,4.19382,77,False,"sarbanes, oxley, sox, general, applications, controls",152.94
4,1528302,69,visual,Learn new concepts,Understand basic concepts,58,Could use more examples,2,Beginner,The Complete Shopify Amazon Affiliate course,True,9964,4.5566,4.54563,4.54563,655,False,"complete, shopify, amazon, affiliate, course",239.47
5,1032950,84,visual,Improve skills,Understand basic concepts,77,Too fast-paced,3,Beginner,After Effects for Entrepreneurs: 9 Practical Video Projects,True,743,4.6,4.56965,4.56965,88,False,"effects, entrepreneurs, 9, practical, video, projects",57.81
6,848664,97,auditory,Improve skills,Understand basic concepts,69,Helpful but needs improvement,5,Intermediate,Options Trading for Rookies:  Understand Options Completely,True,13284,4.67992,4.69332,4.69332,2541,False,"options, trading, rookies, understand, options, completely",566.67
7,2119574,74,auditory,Improve skills,Understand basic concepts,94,Helpful but needs improvement,1,Intermediate,Sales Skills Training: Consultative Selling Master Class,True,2843,4.54915,4.56061,4.56061,818,False,"sales, skills, training, consultative, selling, master, class",121.95
8,950710,84,visual,Improve skills,Understand basic concepts,56,Helpful but needs improvement,3,Intermediate,How To Get More Done In 3 Hours Than Most Do In 3 Days,True,26990,4.35,4.25083,4.25083,1128,False,"3, hours, 3, days",126.32
9,2752048,74,kinesthetic,Complete certification,Understand basic concepts,63,Too fast-paced,3,Advanced,Data Warehouse Fundamentals for Beginners,True,5839,4.42042,4.46669,4.46669,1249,False,"data, warehouse, fundamentals, beginners",22.89
0,315274,78,kinesthetic,Improve skills,Understand basic concepts,58,Loved the interactive parts,5,Beginner,Selling On Amazon with FBA|90% Automated eCommerce Business!,True,679,4.15,4.21785,4.21785,41,False,"selling, amazon, automated, ecommerce, business",65.22
1,754028,67,auditory,Learn new concepts,Understand basic concepts,68,Too fast-paced,4,Intermediate,Accounting - A Brief Introduction - in 60 Minutes,True,26516,4.5875,4.61348,4.61348,2506,False,"accounting, brief, introduction, 60, minutes",90.7
2,2587640,95,kinesthetic,Career advancement,Understand basic concepts,96,Could use more examples,2,Intermediate,Kindle Publishing - Learn How To Publish eBooks On Amazon,True,10821,4.0,4.02509,4.02509,57,False,"kindle, publishing, learn, publish, ebooks, amazon",77.08
3,683638,67,auditory,Learn new concepts,Understand basic concepts,63,Could use more examples,5,Intermediate,"Buy Right, How To Acquire Well Priced Multifamily Properties",True,499,4.95,4.94125,4.94125,52,False,"buy, right, acquire, priced, multifamily, properties",139.06
4,405440,51,visual,Complete certification,Understand basic concepts,87,Great course,2,Intermediate,Leadership: New Manager Training for Technical Professionals,True,2379,4.12791,4.11738,4.11738,407,False,"leadership, new, manager, training, technical, professionals",43.9
5,661114,84,visual,Complete certification,Understand basic concepts,85,Helpful but needs improvement,4,Advanced,Be A Better Manager 3 - Team Building Management Training,True,1801,4.35057,4.26495,4.26495,410,False,"better, manager, 3, team, building, management, training",32.2
6,1488662,65,visual,Career advancement,Understand basic concepts,89,Too fast-paced,3,Intermediate,Value Stream Mapping intro course,True,113,2.5,2.51939,2.51939,41,False,"value, stream, mapping, intro, course",225.0
7,798740,90,visual,Learn new concepts,Understand basic concepts,66,Great course,2,Advanced,Forex Traders - Create Your First Trading Robot. No Coding!,True,2516,4.25,4.2321,4.2321,141,False,"forex, traders, create, trading, robot, coding",435.29
8,1770508,85,kinesthetic,Career advancement,Understand basic concepts,79,Could use more examples,1,Intermediate,Customer Service Training,True,154,4.3,4.32411,4.32411,49,False,"customer, service, training",131.08
9,658516,82,visual,Career advancement,Understand basic concepts,58,Loved the interactive parts,1,Intermediate,Tableau Interview Q&A: Tableau For Data Science Careers,True,3007,4.3,4.1831,4.1831,416,False,"tableau, interview, tableau, data, science, careers",83.33
0,743568,53,visual,Complete certification,Understand basic concepts,82,Helpful but needs improvement,5,Beginner,"Financial Analysis, from Scratch to Professional!",True,8208,4.07812,4.02383,4.02383,632,False,"financial, analysis, scratch, professional",90.79
1,1501564,82,kinesthetic,Learn new concepts,Understand basic concepts,74,Helpful but needs improvement,4,Intermediate,Advanced Deep Learning with Keras,True,393,3.55,3.68998,3.68998,48,False,"advanced, deep, learning, keras",48.45
2,945766,63,kinesthetic,Career advancement,Understand basic concepts,63,Loved the interactive parts,5,Intermediate,Innovative Growth Strategy: A Beginner's Guide,True,6153,4.4007,4.41012,4.41012,3589,False,"innovative, growth, strategy, beginner, guide",51.04
3,372234,70,visual,Career advancement,Understand basic concepts,60,Great course,5,Intermediate,Hands-on Financial Modeling (With 6 Excel Templates),True,4755,4.05,3.97858,3.97858,66,False,"hands, financial, modeling, 6, excel, templates",145.59
4,2468332,97,kinesthetic,Learn new concepts,Understand basic concepts,84,Excellent content,5,Beginner,The Complete Ebay Dropshipping Course Step-By-Step In 2019,True,6085,3.55,4.07512,4.07512,48,False,"complete, ebay, dropshipping, course, step, step, 2019",120.99
5,357334,69,auditory,Improve skills,Understand basic concepts,90,Great course,1,Advanced,"Advanced Leadership: Managing People, Knowledge and Change",True,2496,4.25,4.13907,4.13907,656,False,"advanced, leadership, managing, people, knowledge, change",52.38
6,1074702,57,auditory,Learn new concepts,Understand basic concepts,63,Too fast-paced,1,Advanced,Learn about business ethics,True,1309,3.85,3.60188,3.60188,221,False,"learn, business, ethics",27.63
7,382458,56,auditory,Improve skills,Understand basic concepts,79,Helpful but needs improvement,5,Beginner,The Amazon Sales Formula ~ Build A Private Label Business,True,1012,4.65,4.59632,4.59632,50,False,"amazon, sales, formula, build, private, label, business",135.0
8,43441,52,kinesthetic,Complete certification,Understand basic concepts,90,Loved the interactive parts,1,Intermediate,"Master ""Technical Analysis and Chart reading skills"" Bundle",True,7283,4.0303,4.06126,4.06126,1243,False,"master, technical, analysis, chart, reading, skills, bundle",129.41
9,2673848,66,kinesthetic,Career advancement,Understand basic concepts,53,Excellent content,4,Advanced,Bitcoin Money: How To Get Cryptocurrency Bundle,True,5626,4.3,4.41015,4.41015,42,False,"bitcoin, money, cryptocurrency, bundle",111.63
0,65309,82,kinesthetic,Career advancement,Understand basic concepts,53,Could use more examples,5,Beginner,Master Overview of a Career in Solar Sales,True,366,3.7,3.64591,3.64591,43,False,"master, overview, career, solar, sales",84.09
1,279106,97,visual,Learn new concepts,Understand basic concepts,77,Excellent content,1,Advanced,Customer Service Superstardom: Customers Will Love You,True,890,4.25,4.20688,4.20688,85,False,"customer, service, superstardom, customers, love",15.46
2,1591280,61,kinesthetic,Career advancement,Understand basic concepts,57,Too fast-paced,2,Intermediate,Primavera Risk Analysis,True,516,4.38462,4.36262,4.36262,109,False,"primavera, risk, analysis",40.23
3,921602,71,kinesthetic,Career advancement,Understand basic concepts,51,Excellent content,5,Advanced,Reverse Engineer Riveting Fiction 2: The Next Level,True,1595,4.45,4.59382,4.59382,238,False,"reverse, engineer, riveting, fiction, 2, level",224.39
4,803736,71,auditory,Improve skills,Understand basic concepts,90,Could use more examples,5,Intermediate,The Work From Home Blueprint: 19 Online Home Business Models,True,10486,3.55,3.62877,3.62877,271,False,"work, home, blueprint, 19, online, home, business, models",129.09
5,2221572,95,visual,Complete certification,Understand basic concepts,95,Helpful but needs improvement,4,Intermediate,Forex Trading - Learn How To Double Your Cash Trading Online,True,173,4.65,4.61081,4.61081,43,False,"forex, trading, learn, double, cash, trading, online",128.0
6,1424570,79,auditory,Learn new concepts,Understand basic concepts,71,Could use more examples,3,Beginner,Customer Analytics in SPSS,True,6271,4.0,4.03066,4.03066,36,False,"customer, analytics, spss",14.29
7,86332,87,auditory,Complete certification,Understand basic concepts,90,Helpful but needs improvement,3,Intermediate,Statistics/Data Analysis with SPSS: Descriptive Statistics,True,4187,4.44915,4.59287,4.59287,440,False,"statistics, data, analysis, spss, descriptive, statistics",21.74
8,1789170,87,kinesthetic,Improve skills,Understand basic concepts,65,Loved the interactive parts,4,Advanced,TABLEAU 2018 ADVANCED: Master Tableau in Data Science,True,5351,4.72989,4.73138,4.73138,914,False,"tableau, 2018, advanced, master, tableau, data, science",115.87
9,2350744,94,kinesthetic,Complete certification,Understand basic concepts,78,Too fast-paced,4,Beginner,Price Action: The complete Price Action Masterclass A-Z,True,439,5.0,5.0,5.0,38,False,"price, action, complete, price, action, masterclass, z",82.98
0,878748,57,kinesthetic,Learn new concepts,Understand basic concepts,98,Loved the interactive parts,4,Intermediate,Forensic Accounting and Fraud Investigation,True,472,3.98077,3.9891,3.9891,213,False,"forensic, accounting, fraud, investigation",334.78
1,1095116,76,visual,Improve skills,Understand basic concepts,97,Excellent content,3,Intermediate,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),True,5033,3.45,3.36146,3.36146,171,False,"penny, stocks, king, 2, trade, penny, stocks, 6, hours",89.06
2,196236,76,visual,Improve skills,Understand basic concepts,79,Excellent content,4,Advanced,Key Account Management Program (KAM),True,695,3.725,3.74306,3.74306,199,False,"key, account, management, program, kam",43.86
3,214008,83,kinesthetic,Learn new concepts,Understand basic concepts,61,Great course,1,Advanced,Fundamentals of Business Analysis,True,28717,4.44174,4.4567,4.4567,6623,False,"fundamentals, business, analysis",2.2
4,536706,70,auditory,Improve skills,Understand basic concepts,84,Excellent content,5,Advanced,"Tableau for Beginners: Get CA Certified, Grow Your Career",True,39873,4.46625,4.49998,4.49998,10725,False,"tableau, beginners, certified, grow, career",400.0
5,354514,79,kinesthetic,Improve skills,Understand basic concepts,60,Helpful but needs improvement,5,Advanced,Start Your Own Business Offering Products on Amazon,True,3025,4.55,4.58455,4.58455,41,False,"start, business, offering, products, amazon",42.17
6,1595104,82,kinesthetic,Learn new concepts,Understand basic concepts,95,Too fast-paced,2,Intermediate,Create an Income Machine Using Options - Iron Condor Basics,True,2632,4.25,4.38083,4.38083,67,False,"create, income, machine, options, iron, condor, basics",43.75
7,1662574,77,auditory,Learn new concepts,Understand basic concepts,99,Loved the interactive parts,2,Advanced,"Productivity Mastery Hacks  - Work Less, Do More",True,4514,4.0,3.76661,3.76661,38,False,"productivity, mastery, hacks, work",202.38
8,660534,96,kinesthetic,Learn new concepts,Understand basic concepts,70,Great course,5,Intermediate,Creative Thinking: For An Ever Changing World,True,4221,3.2,3.08164,3.08164,47,False,"creative, thinking, changing, world",56.25
9,1024832,82,visual,Career advancement,Understand basic concepts,70,Loved the interactive parts,1,Intermediate,How To Write 1 Book In Under 6 Hours,True,21809,4.0,4.17013,4.17013,225,False,"write, 1, book, 6, hours",71.28
0,1347016,54,auditory,Career advancement,Understand basic concepts,54,Too fast-paced,3,Beginner,Delivering Organisational Change,True,1054,4.35,4.30408,4.30408,168,False,"delivering, organisational, change",150.0
1,1809298,97,auditory,Improve skills,Understand basic concepts,97,Too fast-paced,3,Advanced,Fundamentals of Quality Management,True,95,4.05,3.9742,3.9742,37,False,"fundamentals, quality, management",139.29
2,1614404,68,kinesthetic,Learn new concepts,Understand basic concepts,69,Helpful but needs improvement,1,Intermediate,Understanding 5G: The Next Evolution in Wireless,True,343,4.0339,3.92399,3.92399,112,False,"understanding, 5, g, evolution, wireless",91.11
3,1111788,53,kinesthetic,Learn new concepts,Understand basic concepts,86,Helpful but needs improvement,3,Advanced,Sells Like Hot Cakes: TURNKEY Amazon FBA & Shopify System,True,2239,4.25,4.10795,4.10795,284,False,"sells, like, hot, cakes, turnkey, amazon, fba, shopify, system",197.37
4,1637824,84,visual,Improve skills,Understand basic concepts,52,Loved the interactive parts,4,Intermediate,Passive Income: 25 Ways to Earn Passive Income Online,True,3889,3.85,3.92014,3.92014,132,False,"passive, income, 25, ways, earn, passive, income, online",34.78
5,2672350,98,auditory,Improve skills,Understand basic concepts,93,Could use more examples,5,Advanced,Agile 101-A simple introduction to Agile origin & principles,True,2864,4.0,3.95886,3.95886,90,False,"agile, 101, simple, introduction, agile, origin, principles",65.93
6,992802,66,visual,Complete certification,Understand basic concepts,82,Loved the interactive parts,5,Advanced,Project Management Professional (PMP),True,222,4.5,4.4542,4.4542,45,False,"project, management, professional, pmp",418.18
7,737298,93,visual,Complete certification,Understand basic concepts,58,Excellent content,1,Beginner,Fiverr Gig Ranking - Shortcut To Rank Up,True,2918,3.8,3.84712,3.84712,79,False,"fiverr, gig, ranking, shortcut, rank",190.0
8,365070,77,visual,Complete certification,Understand basic concepts,58,Too fast-paced,3,Advanced,How to Find Easy Markets to Publish Your Books In,True,1825,4.8,4.76672,4.76672,354,False,"find, easy, markets, publish, books",121.43
9,1975226,79,auditory,Improve skills,Understand basic concepts,53,Helpful but needs improvement,2,Advanced,Business Development Masterclass™ - Business Growth Secrets,True,3083,3.9,3.86076,3.86076,81,False,"business, development, masterclass, business, growth, secrets",115.38
0,1434130,78,kinesthetic,Learn new concepts,Understand basic concepts,84,Great course,2,Advanced,Dropshipping Basics: The Beginner's Guide to Amazon FBA,True,5232,3.75,3.58861,3.58861,65,False,"dropshipping, basics, beginner, guide, amazon, fba",144.83
1,452240,95,visual,Career advancement,Understand basic concepts,66,Great course,3,Intermediate,Business Development Coaching for Cold Calling and Sales,True,4295,4.1,4.05723,4.05723,78,False,"business, development, coaching, cold, calling, sales",160.0
2,482534,55,kinesthetic,Complete certification,Understand basic concepts,83,Too fast-paced,2,Intermediate,Ultimate Retirement: Build Your Own Dynamic Retirement Plan,True,1444,4.15,4.08032,4.08032,61,False,"ultimate, retirement, build, dynamic, retirement, plan",354.55
3,1010620,84,auditory,Complete certification,Understand basic concepts,73,Great course,1,Beginner,"Forex PAMM - Perfect Business: Fully Automated, No Marketing",True,1003,4.5,4.39799,4.39799,46,False,"forex, pamm, perfect, business, fully, automated, marketing",47.37
4,951326,90,auditory,Complete certification,Understand basic concepts,81,Excellent content,1,Beginner,Fiverr: Gigs You Can Sell On Fiverr,True,4065,4.2,4.49258,4.49258,57,False,"fiverr, gigs, sell, fiverr",101.04
5,1110458,86,kinesthetic,Complete certification,Understand basic concepts,50,Helpful but needs improvement,3,Advanced,The Complete Belive TV  Facebook Live Course 2019,True,713,4.4,4.29654,4.29654,46,False,"complete, belive, tv, facebook, live, course, 2019",171.43
6,2258592,73,kinesthetic,Improve skills,Understand basic concepts,57,Too fast-paced,2,Beginner,Build a Fitness|Nutrition Online Business Working from Home,True,369,4.61538,4.61578,4.61578,41,False,"build, online, business, working, home",10.34
7,1041522,78,auditory,Learn new concepts,Understand basic concepts,94,Excellent content,1,Beginner,"Power Of RSI Indicator In Forex,Stocks, Commodities & Crypto",True,263,3.8,3.59978,3.59978,62,False,"power, rsi, indicator, forex, stocks, commodities, crypto",521.43
8,2134134,98,kinesthetic,Complete certification,Understand basic concepts,72,Too fast-paced,1,Advanced,Scrum,True,4067,4.46429,4.49993,4.49993,323,False,scrum,17.39
9,117652,95,kinesthetic,Complete certification,Understand basic concepts,96,Helpful but needs improvement,4,Beginner,Crowdfunding Launch Formula For Kickstarter & Indiegogo 2017,True,12786,4.25,4.28674,4.28674,836,False,"crowdfunding, launch, formula, kickstarter, indiegogo, 2017",206.38
0,394990,80,visual,Complete certification,Understand basic concepts,89,Loved the interactive parts,4,Advanced,Outsource your Sales,True,1094,4.5,4.5892,4.5892,39,False,"outsource, sales",388.89
1,95702,84,visual,Career advancement,Understand basic concepts,61,Excellent content,1,Advanced,Data Analysis with R,True,1251,3.8,3.87047,3.87047,55,False,"data, analysis, r",66.13
2,1416430,82,kinesthetic,Complete certification,Understand basic concepts,61,Excellent content,3,Advanced,GDPR - in a nutshell,True,3660,4.32009,4.31575,4.31575,1347,False,"gdpr, nutshell",128.3
3,2420452,70,kinesthetic,Career advancement,Understand basic concepts,95,Helpful but needs improvement,5,Advanced,Five Proven Steps to Real Estate Investing Success,True,6634,4.5,4.55978,4.55978,37,False,"proven, steps, real, estate, investing, success",13.68
4,544594,81,visual,Complete certification,Understand basic concepts,96,Too fast-paced,5,Advanced,Leadership | How to Lead Across Generations,True,812,3.95,3.60393,3.60393,61,False,"leadership, lead, generations",148.48
5,1234372,72,kinesthetic,Improve skills,Understand basic concepts,64,Loved the interactive parts,1,Advanced,Revealed: Power Query Advanced Tips And Tricks,True,487,4.75,4.7285,4.7285,96,False,"revealed, power, query, advanced, tips, tricks",66.67
6,1227150,82,visual,Learn new concepts,Understand basic concepts,90,Loved the interactive parts,1,Intermediate,"Master DAX fundamentals : Power BI, Power Pivot & SSAS",True,3821,4.16935,4.17436,4.17436,761,False,"master, dax, fundamentals, power, bi, power, pivot, ssas",2.41
7,1279902,52,visual,Improve skills,Understand basic concepts,68,Loved the interactive parts,1,Intermediate,Preparing Powerful Consulting Presentations,True,507,4.5,4.53224,4.53224,59,False,"preparing, powerful, consulting, presentations",153.85
8,2343506,67,kinesthetic,Improve skills,Understand basic concepts,75,Could use more examples,3,Advanced,How To Make Passive Income Online Within 14 Days From Today,True,10443,3.2,2.72633,2.72633,161,False,"passive, income, online, 14, days, today",7.35
9,54302,74,kinesthetic,Career advancement,Understand basic concepts,78,Loved the interactive parts,4,Beginner,The Ultimate Mystery Writing Course for Kids,True,1038,4.31667,4.32985,4.32985,205,False,"ultimate, mystery, writing, course, kids",45.83
0,3242320,91,visual,Improve skills,Understand basic concepts,71,Could use more examples,1,Intermediate,Agile Leadership and Resilient Teams,True,479,4.33628,4.38407,4.38407,113,False,"agile, leadership, resilient, teams",30.0
1,1204098,80,auditory,Complete certification,Understand basic concepts,89,Loved the interactive parts,1,Beginner,"""Hands On"" Project Management: The Learn by Doing Approach",True,337,3.35,3.50547,3.50547,103,False,"hands, project, management, learn, approach",35.56
2,1153034,52,auditory,Improve skills,Understand basic concepts,70,Too fast-paced,2,Advanced,The Complete Shopify Aliexpress Dropship course,True,74011,4.62899,4.63196,4.63196,14006,False,"complete, shopify, aliexpress, dropship, course",91.3
3,258232,89,visual,Improve skills,Understand basic concepts,87,Could use more examples,3,Intermediate,Algorithmic Trading In Forex: Create Your First Forex Robot!,True,20072,4.53756,4.57387,4.57387,2895,False,"algorithmic, trading, forex, create, forex, robot",44.44
4,834606,95,visual,Complete certification,Understand basic concepts,69,Too fast-paced,1,Beginner,Trading News Using Binary Options,True,1313,3.9,3.93373,3.93373,37,False,"trading, news, binary, options",146.94
5,427704,73,auditory,Career advancement,Understand basic concepts,78,Too fast-paced,2,Intermediate,How to complete your Real Estate Investing Docs,True,745,4.25,4.29805,4.29805,42,False,"complete, real, estate, investing, docs",66.67
6,518038,99,visual,Improve skills,Understand basic concepts,53,Loved the interactive parts,5,Beginner,Fiverr Success: Fiverr Freelancing Income In Days,True,7480,4.2,4.0611,4.0611,157,False,"fiverr, success, fiverr, freelancing, income, days",197.06
7,2634748,81,kinesthetic,Learn new concepts,Understand basic concepts,56,Helpful but needs improvement,1,Advanced,"The 16-hour SPSS Pro: Analysis, Interpretation, and Write-Up",True,1196,4.56122,4.5585,4.5585,125,False,"16, hour, spss, pro, analysis, interpretation, write",53.66
8,3247244,96,kinesthetic,Improve skills,Understand basic concepts,77,Helpful but needs improvement,1,Beginner,Tableau Training: Master Tableau For Data Science,True,44864,4.1974,4.22526,4.22526,429,False,"tableau, training, master, tableau, data, science",187.1
